Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
25-03-2025,12:21:38,CNR1796640859,Success,CUST789585,eBike,Wilson Garden,JP Nagar,3,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,841,Cash,14.39,4.4,4.8
13-03-2025,05:29:08,CNR9624385958,Success,CUST180340,Bike,Koramangala,Indiranagar,7,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,173,Cash,12.04,3.1,3.5
19-03-2025,22:20:57,CNR3101428209,Success,CUST167247,Prime Plus,Banerghatta Road,Wilson Garden,12,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,738,UPI,9.28,4.2,4.3
22-03-2025,18:19:05,CNR3908528424,Cancelled by Driver,CUST438739,Auto,Bommanahalli,Basavanagudi,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
19-03-2025,07:12:27,CNR2062445335,Cancelled by Driver,CUST507128,eBike,RT Nagar,Basaveshwaranagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,UPI,0,0,0
29-03-2025,17:38:44,CNR6746111996,Success,CUST603343,eBike,MG Road,Bommanahalli,12,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,621,Net Banking,5.56,5,3.2
21-03-2025,13:01:41,CNR3684051540,Success,CUST963864,Mini,Nagarbhavi,Electronic City,7,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,334,Debit Card,19.64,4.2,4.3
04-03-2025,05:33:12,CNR5890729359,Success,CUST985866,Bike,KR Market,Majestic,3,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,99,Debit Card,19.04,3.3,4.4
29-03-2025,16:28:18,CNR6127621227,Success,CUST302416,Prime Plus,Indiranagar,KR Puram,13,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,881,Net Banking,18.54,4.7,4.3
23-03-2025,19:00:35,CNR2329003671,Success,CUST483088,eBike,Peenya,Sanjay Nagar,7,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,945,UPI,14.12,3.6,4.7
30-03-2025,11:31:41,CNR5320762205,Incomplete,CUST122786,Auto,KR Market,Richmond Town,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Credit Card,0,0,0
14-03-2025,15:29:56,CNR3756913030,Success,CUST774706,Prime Plus,Wilson Garden,Kengeri,9,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,206,UPI,12.97,5,4.2
02-03-2025,19:06:17,CNR3149221294,Success,CUST186482,Bike,Wilson Garden,Hosur Road,5,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,502,Credit Card,5.26,4.3,3
17-03-2025,07:48:52,CNR1549452837,Cancelled by Driver,CUST758335,Prime Sedan,Whitefield,Brigade Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Wallet,0,0,0
30-03-2025,13:00:32,CNR1937250603,Success,CUST466316,Bike,Kengeri,Bommanahalli,2,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,446,Cash,3.19,3.8,4.9
22-03-2025,03:40:15,CNR8319522949,Cancelled by Driver,CUST627607,Prime SUV,BTM Layout,Cox Town,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Wallet,0,0,0
08-03-2025,07:06:13,CNR2817300676,Cancelled by Driver,CUST842041,Prime Sedan,Cox Town,Vijayanagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
07-03-2025,10:20:00,CNR6131475917,Success,CUST608553,Mini,Cox Town,Koramangala,6,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,586,Cash,14,4.6,3
06-03-2025,21:35:03,CNR1809393970,Success,CUST401981,Mini,Peenya,Hebbal,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,329,Net Banking,7.11,3.1,4.5
06-03-2025,10:59:02,CNR5832675194,Success,CUST300414,Prime Sedan,Kengeri,Banaswadi,10,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,832,UPI,17.68,3.2,4.3
08-03-2025,21:00:45,CNR1595531863,Success,CUST308071,Prime Plus,BTM Layout,Indiranagar,13,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,981,Cash,18.19,4,4.4
14-03-2025,08:53:05,CNR6057000600,Success,CUST930406,Prime Plus,Banashankari,Malleshwaram,6,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,390,Debit Card,11.7,4.7,4.2
15-03-2025,15:49:52,CNR5543876886,Cancelled by Customer,CUST555312,Auto,Wilson Garden,Sarjapur,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
22-03-2025,10:25:46,CNR3166270581,Cancelled by Driver,CUST946343,Prime SUV,Vijayanagar,Electronic City,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,UPI,0,0,0
31-03-2025,22:27:15,CNR5748692508,Success,CUST180853,Prime Plus,Richmond Town,Vijayanagar,10,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,239,Credit Card,16.1,4.1,4.7
05-03-2025,21:26:03,CNR3051867759,Cancelled by Driver,CUST610826,Mini,Koramangala,Peenya,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
07-03-2025,08:38:23,CNR1092896122,Success,CUST514521,Prime SUV,Hennur,HSR Layout,9,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,80,UPI,11.59,4.6,3.4
30-03-2025,16:21:02,CNR9099984656,Success,CUST463742,Bike,Jayanagar,Rajajinagar,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,485,UPI,2.13,4.8,3.7
29-03-2025,14:34:25,CNR6750488278,Success,CUST691425,Bike,BTM Layout,Brigade Road,8,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,1221,Net Banking,13.54,3.5,3.9
17-03-2025,04:30:24,CNR2679117029,Success,CUST354039,Bike,Kengeri,KR Market,13,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,419,Debit Card,13.77,3.2,3.3
16-03-2025,07:49:55,CNR4899754202,Success,CUST976802,Auto,Basavanagudi,JP Nagar,12,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,321,Net Banking,10.98,4.2,3.4
10-03-2025,21:24:58,CNR9412540817,Success,CUST775533,Mini,HSR Layout,Sarjapur,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,183,Cash,17.11,4.2,4.6
22-03-2025,19:52:55,CNR7674560378,Success,CUST594172,Mini,Jalahalli,KR Puram,2,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,381,Wallet,9.26,3.9,3.7
16-03-2025,23:53:01,CNR7724678110,Success,CUST304322,Prime SUV,Richmond Town,Bellandur,5,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,152,UPI,9.14,3.1,3.4
02-03-2025,00:18:25,CNR1975122548,Success,CUST106240,Bike,Cox Town,Hennur,4,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,203,Credit Card,7.75,4.4,4.3
19-03-2025,03:19:10,CNR8402443180,Success,CUST522651,eBike,Kumaraswamy Layout,Basavanagudi,14,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,120,Net Banking,5.04,4.1,4.8
22-03-2025,22:41:51,CNR5479529238,Cancelled by Customer,CUST329705,eBike,Nagarbhavi,Jayanagar,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
16-03-2025,10:21:54,CNR4133582694,Cancelled by Driver,CUST724736,Auto,Rajajinagar,Cox Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
09-03-2025,06:15:21,CNR3320805496,Success,CUST442086,eBike,Rajajinagar,Kumaraswamy Layout,9,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,296,Credit Card,6.44,4,3.3
17-03-2025,12:01:02,CNR5808745706,Success,CUST325269,Auto,Jayanagar,Hosur Road,11,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,63,UPI,2.59,3.1,3.4
15-03-2025,07:14:14,CNR5297019377,Success,CUST970839,Auto,Sarjapur,Kadubeesanahalli,7,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,390,Debit Card,13.42,3.9,4.2
29-03-2025,14:48:25,CNR8705373305,Cancelled by Customer,CUST993789,Auto,Sarjapur,RT Nagar,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
14-03-2025,04:09:26,CNR5884325476,Cancelled by Driver,CUST204847,Bike,HSR Layout,Yelahanka,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
08-03-2025,16:31:45,CNR5826255622,Success,CUST482018,Prime SUV,Shivaji Nagar,Ulsoor,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,416,Net Banking,5.77,4.9,3.4
02-03-2025,14:37:59,CNR6397103258,Success,CUST345738,Mini,Frazer Town,Indiranagar,8,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1071,Debit Card,8.96,3.8,3.3
01-03-2025,10:50:47,CNR2755936701,Success,CUST703874,Auto,RT Nagar,Whitefield,14,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,621,Debit Card,7.73,4.7,5
04-03-2025,00:44:25,CNR2068252705,Cancelled by Customer,CUST783193,Bike,Basaveshwaranagar,KR Puram,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
28-03-2025,23:30:27,CNR8341985200,Success,CUST247727,Mini,Ulsoor,Kumaraswamy Layout,14,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,218,Wallet,6.69,3.4,4
11-03-2025,13:49:46,CNR1774804150,Success,CUST231403,Bike,Hennur,Bellandur,5,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,329,Wallet,16.89,3.4,3.9
09-03-2025,23:41:34,CNR2398517866,Success,CUST997633,Mini,HAL Layout,Sanjay Nagar,10,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,452,UPI,17.17,4.9,5
15-03-2025,15:24:58,CNR8238143323,Cancelled by Driver,CUST861717,Prime Plus,Hebbal,Kadubeesanahalli,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
08-03-2025,23:55:08,CNR1143990230,Incomplete,CUST950383,Prime Sedan,KR Market,Bellandur,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Wallet,0,0,0
08-03-2025,07:46:43,CNR1538907699,Cancelled by Customer,CUST646392,Prime Sedan,HAL Layout,Sarjapur,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
05-03-2025,01:57:42,CNR7637391733,Success,CUST891362,Prime Plus,Brigade Road,Lavelle Road,13,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,387,Cash,2.37,4.3,4.2
23-03-2025,02:50:09,CNR3324217997,Cancelled by Customer,CUST568786,Prime SUV,Banerghatta Road,Ulsoor,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,UPI,0,0,0
04-03-2025,06:01:07,CNR4569721729,Success,CUST373145,Auto,Kengeri,Banashankari,7,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,465,Net Banking,11.73,4.2,3.7
02-03-2025,06:04:34,CNR6902843666,Cancelled by Driver,CUST240897,eBike,Indiranagar,KR Puram,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
16-03-2025,08:42:35,CNR5708991478,Success,CUST232237,Bike,Jalahalli,MG Road,11,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,1181,Wallet,8.59,4.8,4.1
14-03-2025,17:27:25,CNR5941237769,Success,CUST874391,Prime Sedan,Banashankari,Cox Town,12,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,388,Debit Card,7.14,4.6,4.3
01-03-2025,02:33:11,CNR2989591720,Cancelled by Driver,CUST367661,Mini,Banashankari,Banerghatta Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
23-03-2025,23:02:38,CNR8652182920,Cancelled by Driver,CUST696142,Auto,Hebbal,Banaswadi,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Net Banking,0,0,0
21-03-2025,14:00:51,CNR3246862011,Success,CUST601177,Bike,Peenya,HAL Layout,12,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,840,Debit Card,3.65,3.1,4.2
07-03-2025,06:13:26,CNR1367638427,Incomplete,CUST160830,Bike,Domlur,MG Road,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,UPI,0,0,0
29-03-2025,07:53:53,CNR4856674802,Success,CUST259707,Prime Plus,Padmanabhanagar,Wilson Garden,14,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,1151,Net Banking,9.66,4,4
26-03-2025,22:01:10,CNR6080488945,Success,CUST365074,Prime SUV,Wilson Garden,Indiranagar,2,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,746,UPI,7.78,3.1,3.3
04-03-2025,01:22:42,CNR2598268149,Success,CUST564912,Mini,Indiranagar,Marathahalli,13,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,295,Debit Card,5.19,3.8,3.9
07-03-2025,08:27:20,CNR6809638124,Incomplete,CUST610057,Prime Plus,Kumaraswamy Layout,JP Nagar,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Debit Card,0,0,0
18-03-2025,14:14:09,CNR1096726671,Success,CUST235897,Auto,Frazer Town,Yelahanka,14,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,377,UPI,16.65,3.1,4.5
02-03-2025,01:38:04,CNR6164684881,Success,CUST115591,Mini,Lavelle Road,KR Puram,2,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,806,Debit Card,13.4,4.5,4.1
16-03-2025,09:29:35,CNR8260099298,Cancelled by Driver,CUST280672,Mini,Hennur,Rajajinagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
23-03-2025,16:52:54,CNR8282880760,Success,CUST426786,Mini,Richmond Town,Banaswadi,2,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,593,Debit Card,9.92,3.4,4.4
08-03-2025,20:03:38,CNR1988265994,Cancelled by Customer,CUST881302,Prime Plus,Bellandur,HSR Layout,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
19-03-2025,13:34:22,CNR9305749114,Cancelled by Customer,CUST294624,Bike,Domlur,Majestic,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
08-03-2025,17:10:20,CNR2996541956,Success,CUST710459,Bike,Vijayanagar,Vijayanagar,13,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,337,Wallet,16.96,3.6,3.5
06-03-2025,16:56:21,CNR5590627140,Incomplete,CUST355822,Bike,Nagavara,Sarjapur,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Cash,0,0,0
07-03-2025,16:10:56,CNR9572458703,Success,CUST865881,Bike,Kengeri,Cox Town,14,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,100,Cash,2.62,4.1,4
30-03-2025,10:01:35,CNR2896267256,Success,CUST692145,Prime Plus,MG Road,Kengeri,3,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,511,Wallet,4.4,4.7,4.3
29-03-2025,17:32:10,CNR2096463185,Cancelled by Driver,CUST514079,Auto,Yelahanka,Hennur,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
17-03-2025,14:13:50,CNR9898368388,Success,CUST812257,Mini,Kumaraswamy Layout,Banashankari,11,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,556,Wallet,11.25,4,3.9
07-03-2025,18:53:46,CNR5094274257,Cancelled by Driver,CUST745232,eBike,Ulsoor,Domlur,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
09-03-2025,17:47:00,CNR2392425316,Cancelled by Driver,CUST141547,Mini,BTM Layout,Koramangala,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
05-03-2025,08:39:09,CNR2555880761,Success,CUST201471,Auto,Ulsoor,Lavelle Road,8,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,838,UPI,9.54,3.2,3.8
08-03-2025,10:41:25,CNR3728025904,Cancelled by Customer,CUST241941,Prime SUV,Peenya,Marathahalli,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
02-03-2025,11:12:30,CNR6864704897,Cancelled by Driver,CUST707354,Prime SUV,Hennur,Kadubeesanahalli,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
07-03-2025,22:02:37,CNR6036465818,Success,CUST129348,eBike,Cox Town,Majestic,9,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,252,UPI,12.22,4.8,4.8
20-03-2025,12:03:42,CNR4344122141,Success,CUST455073,Prime Sedan,Nagavara,Kumaraswamy Layout,13,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,487,Debit Card,14.67,4.2,4.9
09-03-2025,09:55:10,CNR5344159557,Success,CUST818653,Auto,Majestic,MG Road,6,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,336,Credit Card,14.18,3.2,4.4
26-03-2025,03:07:23,CNR4523436780,Success,CUST779749,Bike,BTM Layout,Whitefield,12,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,390,Net Banking,15.81,4.1,3.1
19-03-2025,19:23:04,CNR7412074163,Cancelled by Driver,CUST137161,eBike,Electronic City,Kanakapura Road,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
30-03-2025,19:59:51,CNR1567502475,Success,CUST756359,Auto,Basaveshwaranagar,Padmanabhanagar,10,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,121,Net Banking,2.57,4.9,4.2
07-03-2025,01:33:42,CNR2723483817,Success,CUST210845,Prime SUV,Banashankari,Domlur,5,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,310,Net Banking,18.91,4.3,3.4
15-03-2025,21:18:30,CNR8739072717,Cancelled by Customer,CUST288973,Bike,Hosur Road,Banaswadi,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
22-03-2025,18:42:25,CNR7890404242,Success,CUST264193,eBike,BTM Layout,Nagavara,6,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,387,Cash,9.49,4,4
21-03-2025,14:05:11,CNR3930104479,Success,CUST350510,Prime Sedan,Vijayanagar,Richmond Town,12,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,182,Cash,12.27,3.3,4.6
10-03-2025,22:57:45,CNR1372141919,Success,CUST214949,Prime SUV,Bommanahalli,KR Market,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,55,Wallet,1.51,3,3.2
19-03-2025,14:47:13,CNR5753120547,Success,CUST967755,Mini,Cox Town,Nagavara,7,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,308,Cash,10.53,3.1,5
12-03-2025,09:53:55,CNR1516153203,Success,CUST749945,Prime Sedan,Rajajinagar,Kanakapura Road,10,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,88,Net Banking,12.52,4.6,4.6
10-03-2025,14:37:24,CNR1130712034,Success,CUST272977,Mini,Jalahalli,Nagavara,14,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,364,Net Banking,5.19,4.7,3.7
02-03-2025,10:41:26,CNR8573816355,Success,CUST787661,Bike,Banerghatta Road,MG Road,4,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,490,UPI,2.09,4.7,4.8
08-03-2025,17:50:39,CNR2240396752,Success,CUST236677,Bike,Indiranagar,Marathahalli,6,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,530,Wallet,15.34,4.1,4.2
08-03-2025,06:54:27,CNR6761078628,Success,CUST575511,Prime Plus,Basaveshwaranagar,MG Road,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,348,Credit Card,3.26,4.3,5
01-03-2025,21:51:04,CNR6037606005,Success,CUST981093,Prime SUV,Padmanabhanagar,Basaveshwaranagar,3,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,503,UPI,15.56,4.2,4.5
22-03-2025,22:35:52,CNR8448210159,Success,CUST711817,Mini,Lavelle Road,Cox Town,2,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,1173,Wallet,14.58,4.3,3.3
08-03-2025,21:42:49,CNR1419430620,Success,CUST400505,Prime SUV,Banerghatta Road,Wilson Garden,3,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,658,Debit Card,16.36,4,4.4
07-03-2025,12:31:40,CNR8586810565,Incomplete,CUST342214,eBike,HSR Layout,Peenya,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,UPI,0,0,0
09-03-2025,09:32:28,CNR2160115908,Success,CUST923804,Auto,Hosur Road,Yelahanka,5,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,583,Cash,15.83,4,4.7
15-03-2025,04:32:02,CNR7955879116,Success,CUST256216,eBike,Bellandur,KR Market,10,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,952,Credit Card,6.13,4.8,4.7
24-03-2025,22:26:53,CNR1172792485,Success,CUST166568,Bike,KR Market,Bellandur,12,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,373,Wallet,15.84,3.8,4.7
31-03-2025,19:01:05,CNR6794780888,Success,CUST343421,Prime Sedan,KR Market,JP Nagar,7,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,122,Cash,19.94,3.3,4.4
07-03-2025,22:18:52,CNR5321096414,Success,CUST371925,Prime Sedan,Jalahalli,HAL Layout,9,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,521,Wallet,7.71,4.1,3.8
12-03-2025,20:18:04,CNR6101899820,Incomplete,CUST774113,Prime SUV,Jalahalli,Kanakapura Road,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Credit Card,0,0,0
06-03-2025,00:20:17,CNR5503837113,Success,CUST254853,eBike,Seshadripuram,Banaswadi,13,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,915,Credit Card,5.22,3.9,3.5
30-03-2025,02:34:47,CNR4691573982,Success,CUST983877,Prime Sedan,Koramangala,Seshadripuram,2,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,501,Credit Card,16.76,3.1,3
26-03-2025,14:27:44,CNR3388812290,Success,CUST285446,Mini,Marathahalli,HSR Layout,10,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,102,Net Banking,3.91,4.1,3.9
03-03-2025,11:58:18,CNR8417607724,Success,CUST259260,Prime Sedan,Seshadripuram,Banerghatta Road,2,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,283,UPI,12.94,3.2,4.7
17-03-2025,01:42:19,CNR7570211777,Cancelled by Customer,CUST225177,Bike,Kumaraswamy Layout,Nagarbhavi,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
14-03-2025,20:53:25,CNR6966155158,Success,CUST421952,Bike,Cox Town,Hosur Road,4,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,252,Credit Card,13.1,4.7,3.2
15-03-2025,09:54:06,CNR5294118061,Success,CUST833332,Mini,HAL Layout,Whitefield,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,643,Debit Card,7.69,4.7,4.2
04-03-2025,00:35:54,CNR3585248246,Success,CUST874108,Prime Sedan,Kumaraswamy Layout,Whitefield,6,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,726,UPI,9.01,3.1,4.8
23-03-2025,13:05:03,CNR2906399185,Success,CUST341520,eBike,Seshadripuram,Kadubeesanahalli,6,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,382,Debit Card,12.46,4.3,4.5
16-03-2025,07:00:23,CNR3804017511,Cancelled by Driver,CUST490597,Prime Plus,Basaveshwaranagar,Jayanagar,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Wallet,0,0,0
09-03-2025,08:01:33,CNR2248496270,Success,CUST712708,Bike,Kanakapura Road,RT Nagar,3,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,445,Cash,15.46,4.7,3.4
22-03-2025,10:30:09,CNR9961368012,Success,CUST530507,eBike,Ulsoor,Hennur,14,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,966,Debit Card,19.33,3.6,3.5
23-03-2025,18:08:24,CNR1769588389,Cancelled by Driver,CUST472096,Prime Plus,Kengeri,Basavanagudi,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
03-03-2025,21:32:49,CNR3225842855,Success,CUST134138,eBike,Jalahalli,Padmanabhanagar,6,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,345,Net Banking,14.68,5,4.4
08-03-2025,08:36:39,CNR9906023288,Success,CUST244273,Auto,BTM Layout,Hosur Road,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,411,Wallet,16.78,4.4,3.2
01-03-2025,17:39:02,CNR9448604759,Cancelled by Driver,CUST731851,Bike,KR Market,RT Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
22-03-2025,08:44:59,CNR9962442654,Success,CUST262602,eBike,Banerghatta Road,Nagavara,11,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,260,UPI,13.46,4.6,3.3
22-03-2025,09:15:59,CNR6813050763,Success,CUST364631,Auto,Hennur,Cox Town,9,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,413,Debit Card,16.14,3.2,4.8
30-03-2025,22:32:59,CNR8622843314,Success,CUST261967,eBike,Basavanagudi,Nagavara,4,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,716,Cash,19.08,4.8,3.6
22-03-2025,05:41:58,CNR5604577886,Success,CUST562131,Prime Sedan,Wilson Garden,Rajajinagar,12,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,676,UPI,11.7,4.9,4.9
08-03-2025,10:33:35,CNR1322802858,Success,CUST576155,Prime Plus,RT Nagar,Peenya,8,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,161,UPI,10.93,3.7,3.5
14-03-2025,02:29:48,CNR1208135238,Success,CUST311139,eBike,Yelahanka,Banerghatta Road,11,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,877,UPI,5.18,3.5,4.1
30-03-2025,05:20:23,CNR8025571683,Success,CUST774023,Prime Plus,Hebbal,Wilson Garden,7,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,611,Net Banking,17.04,4.7,4.3
29-03-2025,10:11:27,CNR2796736286,Success,CUST828019,Prime SUV,JP Nagar,Banaswadi,11,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,1037,UPI,9.01,4.5,4.3
06-03-2025,02:53:42,CNR5550619369,Cancelled by Driver,CUST786257,Auto,Malleshwaram,Sanjay Nagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
12-03-2025,06:26:08,CNR2116539805,Cancelled by Customer,CUST722895,Prime Sedan,KR Puram,Marathahalli,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
30-03-2025,01:30:19,CNR6130490132,Success,CUST222504,Prime Plus,BTM Layout,Malleshwaram,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,480,Wallet,8.5,4.7,4.8
